id,question,slug,event_id,event_slug
508427.0,Will another candidate win the Tunisia presidential election?,will-another-candidate-win-the-tunisia-presidential-election,12939.0,tunisia-presidential-election-winner
501260.0,Liberal Democrats wins the most seats in next UK election? ,liberal-democrats-wins-the-most-seats-in-next-uk-election,10516.0,uk-elections-who-will-win-most-seats
255072.0,Will a candidate from another party win Connecticut Presidential Election?,will-a-candidate-from-another-party-win-connecticut-presidential-election,903642.0,connecticut-presidential-election-winner
500700.0,Will a candidate from another party win Mississippi US Senate Election?,will-a-candidate-from-another-party-win-mississippi-us-senate-election,10245.0,mississippi-us-senate-election-winner
504037.0,Will another woman be the Democratic Presidential Nominee?,will-another-woman-be-the-democratic-presidential-nominee,11599.0,democratic-presidential-nominee
500730.0,Will a candidate from another party win Massachusetts US Senate Election?,will-a-candidate-from-another-party-win-massachusetts-us-senate-election,10257.0,massachusetts-us-senate-election-winner
255173.0,Will a Democrat win Texas in the 2024 US Presidential Election?,will-a-democrat-win-texas-in-the-2024-us-presidential-election,903674.0,texas-presidential-election-winner
501441.0,Will Marsha Blackburn win the 2024 Republican VP nomination?,will-marsha-blackburn-win-the-2024-republican-vp-nomination,10588.0,republican-vp-supplemental
253695.0,Will Nikki Haley win the 2024 Republican Presidential Nomination?,will-nikki-haley-win-the-2024-republican-presidential-nomination,903214.0,republican-nominee-2024
507502.0,Will the Liberal party win the most seats in the 2024 New Brunswick general election?,will-the-liberal-party-win-the-most-seats-in-the-2024-new-brunswick-general-election,12711.0,which-party-wins-most-seats-in-new-brunswick-election
501769.0,Will Tom Tugendhat be next UK prime minister?,will-tom-tugendhat-be-next-uk-prime-minister,10740.0,uk-election-next-prime-minister
501590.0,Will a 3rd party candidate win the popular vote or the Presidency?,will-a-3rd-party-candidate-win-the-popular-vote-or-the-presidency,10656.0,which-party-wins-presidency-popular-vote
255122.0,Will a candidate from another party win Kentucky Presidential Election?,will-a-candidate-from-another-party-win-kentucky-presidential-election,903658.0,kentucky-presidential-election-winner
253692.0,Will Ron DeSantis win the 2024 Republican Presidential Nomination?,will-ron-desantis-win-the-2024-republican-presidential-nomination,903214.0,republican-nominee-2024
240380.0,[Single Market] Will Donald J. Trump win the U.S. 2024 Republican presidential nomination?,will-donald-j-trump-win-the-us-2024-republican-presidential-nomination-1,5828.0,who-will-win-the-us-2024-republican-presidential-nomination
500514.0,Will a Democrat win New York Presidential Election?,will-a-democrat-win-new-york-presidential-election,10170.0,new-york-presidential-election-winner-2024
503957.0,Will Stacey Abrams be the Democratic Presidential Nominee?,will-stacey-abrams-be-the-democratic-presidential-nomination,11599.0,democratic-presidential-nominee
253874.0,Will Dean Phillips win the 2024 Democratic Presidential Nomination?,will-dean-phillips-win-the-2024-democratic-presidential-nomination,903215.0,democratic-nominee-2024
254125.0,Will Marjorie Taylor Greene win the 2024 Republican VP nomination?,will-marjorie-taylor-greene-win-the-2024-republican-vp-nomination,903287.0,republican-vp-nominee
255110.0,Will a Republican win Iowa Presidential Election?,will-a-republican-win-iowa-in-the-2024-us-presidential-election,903655.0,iowa-presidential-election-winner
500116.0,Will a candidate from another party win Montana US Senate Election?,will-a-candidate-from-another-party-win-montana-us-senate-election,10021.0,montana-us-senate-election-winner
255094.0,Will a Democrat win North Carolina Presidential Election?,will-a-democrat-win-north-carolina-presidential-election,903650.0,north-carolina-presidential-election-winner
255360.0,Will a candidate from another party win Indiana Governor Election?,will-a-candidate-from-another-party-win-indiana-governor-election,903761.0,indiana-governor-election-winner
512027.0,"Will Trump say ""Pennsylvania"" in his speech after the election is called?",will-trump-say-pennsylvania-in-his-speech-after-the-election-is-called,14120.0,what-will-trump-say-in-speech-after-election-is-called
501433.0,Will Michael Flynn win the 2024 Republican VP nomination?,will-michael-flynn-win-the-2024-republican-vp-nomination,10588.0,republican-vp-supplemental
255053.0,Will a Democrat win Nevada Presidential Election?,will-a-democrat-win-nevada-presidential-election,903637.0,nevada-presidential-election-winner
255104.0,Will a Republican win North Dakota Presidential Election?,will-a-republican-win-north-dakota-in-the-2024-us-presidential-election,903652.0,north-dakota-presidential-election-winner
512820.0,Will Mary Lou McDonald be the next Prime Minister of Ireland?,will-mary-lou-mcdonald-be-the-next-prime-minister-of-ireland,14374.0,next-prime-minster-of-ireland
255037.0,Will a candidate from another party win Alabama Presidential Election?,will-a-candidate-from-another-party-win-alabama-presidential-election,903631.0,alabama-presidential-election-winner
255449.0,Will a Republican win Michigan US Senate Election?,will-a-republican-win-michigan-us-senate-election,903799.0,michigan-us-senate-election-winner
255098.0,Will a Republican win North Carolina Presidential Election?,will-a-republican-win-north-carolina-presidential-election,903650.0,north-carolina-presidential-election-winner
501438.0,Will John Ratcliffe win the 2024 Republican VP nomination?,will-john-ratcliffe-win-the-2024-republican-vp-nomination,10588.0,republican-vp-supplemental
503507.0,Will Georgia be the tipping point state?,will-georgia-be-the-tipping-point-state,11524.0,us-election-tipping-point-state
253641.0,Will any other Democratic Politician win the 2024 US Presidential Election?,will-any-other-democratic-politician-win-the-2024-us-presidential-election,903193.0,presidential-election-winner-2024
255066.0,Will a Republican win Colorado Presidential Election?,will-a-republican-win-colorado-in-the-2024-us-presidential-election,903641.0,colorado-presidential-election-winner
253731.0,Will Hillary Clinton win the popular vote in the 2024 Presidential Election?,will-hillary-clinton-win-the-popular-vote-in-the-2024-presidential-election,903216.0,presidential-election-popular-vote-winner-2024
253727.0,Kamala Harris wins the popular vote?,will-kamala-harris-win-the-popular-vote-in-the-2024-presidential-election,903216.0,presidential-election-popular-vote-winner-2024
255136.0,Will a Democrat win Massachusetts Presidential Election?,will-a-democrat-win-massachusetts-in-the-2024-us-presidential-election,903662.0,massachusetts-presidential-election-winner
504036.0,Will another man be the Democratic Presidential Nominee?,will-another-man-be-the-democratic-presidential-nominee,11599.0,democratic-presidential-nominee
512832.0,Will Conor McGregor be the next Prime Minister of Ireland?,will-conor-mcgregor-be-the-next-prime-minister-of-ireland,14374.0,next-prime-minster-of-ireland
255139.0,Will a Democrat win Maryland Presidential Election?,will-a-democrat-win-maryland-in-the-2024-us-presidential-election,903663.0,maryland-presidential-election-winner
511867.0,Will Elon Musk be a member of the Trump administration? ,will-elon-musk-be-a-member-of-the-trump-administration,14034.0,trump-administration
513382.0,Will Mahamudu Bawumia be the next President of Ghana?,will-mahamudu-bawumia-be-the-next-president-of-ghana,14560.0,ghana-presidential-election
512819.0,Will Micheal Martin be the next Prime Minister of Ireland?,will-micheal-martin-be-the-next-prime-minister-of-ireland,14374.0,next-prime-minster-of-ireland
500503.0,Will a Republican win Nebraska's 1st congressional district?,congressional-district-1st-nebraska-will-a-republican-win,10164.0,congressional-district-1st-nebraska-presidential-election-winner
507486.0,Will BC NDP win the most seats in the 2024 British Columbia general election?,will-bc-ndp-win-the-most-seats-in-the-2024-british-columbia-general-election,12706.0,which-party-wins-the-most-seats-in-british-columbia-election
509975.0,Will Evandro Leitão win the 2024 Fortaleza mayoral election?,will-evandro-leito-win-the-2024-fortaleza-mayoral-election,13458.0,fortaleza-mayoral-election-2024
515528.0,Will Sergei Bobrikov win the 2025 Belarus Presidential Election?,will-sergei-bobrikov-win-the-2025-belarus-presidential-election,15422.0,belarus-presidential-election
255151.0,Will a Democrat win Pennsylvania Presidential Election?,will-a-democrat-win-pennsylvania-presidential-election,903667.0,pennsylvania-presidential-election-winner
500513.0,Will a candidate from another party win New Mexico Presidential Election?,will-a-candidate-from-another-party-win-new-mexico-presidential-election-2024,10169.0,new-mexico-presidential-election-winner-2024
253697.0,Will Joe Biden win the 2024 Democratic Presidential Nomination?,will-joe-biden-win-the-2024-democratic-presidential-nomination,903215.0,democratic-nominee-2024
253730.0,Will Michelle Obama win the popular vote in the 2024 Presidential Election?,will-michelle-obama-win-the-popular-vote-in-the-2024-presidential-election,903216.0,presidential-election-popular-vote-winner-2024
503506.0,Will Pennsylvania be the tipping point state?,will-pennsylvania-be-the-tipping-point-state,11524.0,us-election-tipping-point-state
512024.0,"Will Trump say ""crypto"" or ""Bitcoin"" in his speech after the election is called?",will-trump-say-crypto-or-bitcoin-in-his-speech-after-the-election-is-called,14120.0,what-will-trump-say-in-speech-after-election-is-called
512821.0,Will Jack Chambers be the next Prime Minister of Ireland?,will-jack-chambers-be-the-next-prime-minister-of-ireland,14374.0,next-prime-minster-of-ireland
506126.0,Will another candidate win the 2024 São Paulo mayoral election?,will-another-candidate-win-the-2024-so-paulo-mayoral-election,12299.0,so-paulo-mayoral-election-2024
502004.0,Will Javier Bertucci Win the 2024 Venezuela presidential election?,will-javier-bertucci-win-the-2024-venezuela-presidential-election,10857.0,venezuela-election-winner
514162.0,Will AfD win the most seats in the next German election?,will-afd-win-the-most-seats-in-the-next-german-election,14835.0,germany-parliamentary-election
500619.0,Will a Republican win Texas US Senate Election?,will-a-republican-win-texas-us-senate-election,10218.0,texas-us-senate-election-winner
503849.0,Will Michelle Obama be the Democratic Presidential Nominee?,will-michelle-obama-be-the-democratic-presidential-nomination,11599.0,democratic-presidential-nominee
501765.0,Will Penny Mordaunt be next UK prime minister?,will-penny-mordaunt-be-next-uk-prime-minister,10740.0,uk-election-next-prime-minister
501585.0,Will a Democrat win the popular vote and the Presidency? ,will-a-democrat-win-the-popular-vote-and-the-presidency,10656.0,which-party-wins-presidency-popular-vote
515525.0,Will Alexander Khabnyak win the 2025 Belarus Presidential Election?,will-alexander-khabnyak-win-the-2025-belarus-presidential-election,15422.0,belarus-presidential-election
255131.0,Will a Republican win Maine Presidential Election?,will-a-republican-win-maine-in-the-2024-us-presidential-election,903660.0,maine-presidential-election-winner
518592.0,Will Naleraq win the most seats in the next Greenland parliamentary election?,will-naleraq-win-the-most-seats-in-the-next-greenland-parliamentary-election,16763.0,greenland-parliamentary-election-winner
504034.0,Will another woman be the 2024 Democratic VP nominee?,will-another-woman-be-the-2024-democratic-vp-nominee,11385.0,democratic-vp-nominee
501588.0,Will a Republican win the popular vote and a Democrat win the Presidency?,will-a-republican-win-the-popular-vote-and-a-democrat-win-the-presidency,10656.0,which-party-wins-presidency-popular-vote
253734.0,Will AOC win the popular vote in the 2024 Presidential Election?,will-aoc-win-the-popular-vote-in-the-2024-presidential-election,903216.0,presidential-election-popular-vote-winner-2024
509422.0,Will Kamala Harris win Hawaii by the largest margin?,will-kamala-harris-win-hawaii-by-the-largest-margin,13298.0,which-state-will-kamala-win-by-the-largest-margin
506115.0,Will Pablo Marçal win the 2024 São Paulo mayoral election?,will-pablo-maral-win-the-2024-so-paulo-mayoral-election,12299.0,so-paulo-mayoral-election-2024
255109.0,Will a Democrat win Iowa Presidential Election?,will-a-democrat-win-iowa-in-the-2024-us-presidential-election,903655.0,iowa-presidential-election-winner
503955.0,Will Sherrod Brown be the Democratic Presidential Nominee?,will-sherrod-brown-be-the-democratic-presidential-nomination,11599.0,democratic-presidential-nominee
503953.0,Will Raphael Warnock be the Democratic Presidential Nominee?,will-raphael-warnock-be-the-democratic-presidential-nomination,11599.0,democratic-presidential-nominee
512818.0,Will Simon Harris be the next Prime Minister of Ireland?,will-simon-harris-be-the-next-prime-minister-of-ireland,14374.0,next-prime-minster-of-ireland
253642.0,Will any other Republican Politician win the 2024 US Presidential Election?,will-any-other-republican-politician-win-the-2024-us-presidential-election,903193.0,presidential-election-winner-2024
255124.0,Will a Republican win Ohio Presidential Election?,will-a-republican-win-ohio-in-the-2024-us-presidential-election-2024,903656.0,ohio-presidential-election-winner
255141.0,Will a candidate from another party win Maryland Presidential Election?,will-a-candidate-from-another-party-win-maryland-presidential-election,903663.0,maryland-presidential-election-winner
253653.0,Mexican Presidential Election: Will Claudia Sheinbaum win?,mexican-presidential-election-will-claudia-sheinbaum-win,903204.0,mexican-presidential-election-who-will-win
500542.0,Will a Republican win Nebraska's 2nd congressional district?,congressional-district-2nd-nebraska-will-a-republican-win,10172.0,congressional-district-2nd-nebraska-presidential-election-winner
255067.0,Will a candidate from another party win Colorado Presidential Election?,will-a-candidate-from-another-party-win-colorado-presidential-election,903641.0,colorado-presidential-election-winner
500694.0,Will a candidate from another party win Missouri US Senate Election?,will-a-candidate-from-another-party-win-missouri-us-senate-election,10243.0,missouri-us-senate-election-winner
255121.0,Will a Democrat win Kentucky Presidential Election?,will-a-democrat-win-kentucky-in-the-2024-us-presidential-election,903658.0,kentucky-presidential-election-winner
255092.0,Will a candidate from another party win Hawaii Presidential Election?,will-a-candidate-from-another-party-win-hawaii-presidential-election,903649.0,hawaii-presidential-election-winner
512822.0,Will Pearse Doherty be the next Prime Minister of Ireland?,will-pearse-doherty-be-the-next-prime-minister-of-ireland,14374.0,next-prime-minster-of-ireland
500506.0,Will a Republican win Delaware Presidential Election?,will-a-republican-win-delaware-presidential-election,10166.0,delaware-presidential-election-winner-2024
500622.0,Will a Republican win Maryland US Senate Election?,will-a-republican-win-maryland-us-senate-election,10219.0,maryland-us-senate-election-winner
254199.0,Will Mike Pence win the 2024 Republican VP nomination?,will-mike-pence-win-the-2024-republican-vp-nomination,903287.0,republican-vp-nominee
507320.0,Will SPD win the most votes in the 2024 Brandenburg election?,will-spd-win-the-most-votes-in-the-2024-brandenburg-election,12648.0,who-wins-most-votes-in-brandenburg-election
514000.0,Will Panduleni Itula be the next President of Namibia?,will-panduleni-itula-be-the-next-president-of-namibia,14827.0,namibia-presidential-election
255147.0,Will a candidate from another party win Oregon Presidential Election?,will-a-candidate-from-another-party-win-oregon-presidential-election,903664.0,oregon-presidential-election-winner
253693.0,Will Vivek Ramaswamy win the 2024 Republican Presidential Nomination?,will-vivek-ramaswamy-win-the-2024-republican-presidential-nomination,903214.0,republican-nominee-2024
514164.0,Will BSW win the most seats in the next German election?,will-bsw-win-the-most-seats-in-the-next-german-election,14835.0,germany-parliamentary-election
500105.0,Will a Democrat win Nevada US Senate Election?,will-a-democrat-win-michigan-senate-election,10018.0,nevada-us-senate-election-winner
501440.0,Will Glenn Youngkin win the 2024 Republican VP nomination?,will-glenn-youngkin-win-the-2024-republican-vp-nomination,10588.0,republican-vp-supplemental
500504.0,Will a candidate from another party win Nebraska's 1st congressional district?,congressional-district-1st-nebraska-will-a-candidate-from-another-party-win,10164.0,congressional-district-1st-nebraska-presidential-election-winner
255144.0,Will a Republican win Michigan Presidential Election?,will-a-republican-win-michigan-presidential-election,903665.0,michigan-presidential-election-winner
253610.0,Will Hillary Clinton win the 2024 US Presidential Election?,will-hillary-clinton-win-the-2024-us-presidential-election,903193.0,presidential-election-winner-2024
500507.0,Will a candidate from another party win Delaware Presidential Election?,will-a-candidate-from-another-party-win-delaware-presidential-election-2024,10166.0,delaware-presidential-election-winner-2024
253598.0,Will Vivek Ramaswamy win the 2024 US Presidential Election?,will-vivek-ramaswamy-win-the-2024-us-presidential-election,903193.0,presidential-election-winner-2024
254123.0,Will Katie Britt win the 2024 Republican VP nomination?,will-katie-britt-win-the-2024-republican-vp-nomination,903287.0,republican-vp-nominee
253993.0,Will Elise Stefanik win the 2024 Republican VP nomination?,will-elise-stefanik-win-the-2024-republican-vp-nomination,903287.0,republican-vp-nominee
253643.0,Will Kanye West win the 2024 US Presidential Election?,will-kanye-west-win-the-2024-us-presidential-election,903193.0,presidential-election-winner-2024
255073.0,Will a Democrat win New Jersey Presidential Election?,will-a-democrat-win-new-jersey-in-the-2024-us-presidential-election,903643.0,new-jersey-presidential-election-winner
508740.0,Will Juliana Brizola win the 2024 Porto Alegre mayoral election?,will-juliana-brizola-win-the-2024-porto-alegre-mayoral-election,13156.0,porto-alegre-mayoral-election-2024
512022.0,"Will Trump say ""God"" in his speech after the election is called?",will-trump-say-god-in-his-speech-after-the-election-is-called,14120.0,what-will-trump-say-in-speech-after-election-is-called
255450.0,Will a candidate from another party win US Michigan Senate Election?,will-a-candidate-from-another-party-win-us-michigan-senate-election,903799.0,michigan-us-senate-election-winner
507626.0,Will another candidate win the Mozambican presidential election?,will-another-candidate-win-the-mozambican-presidential-election,12737.0,mozambique-presidential-election-winner
253220.0,Taiwan Presidential Election: Will Hou Yu-ih win?,taiwan-presidential-election-will-hou-yu-ih-win,902772.0,taiwan-presidential-election-who-will-win
512826.0,Will Jim O'Callaghan be the next Prime Minister of Ireland?,will-jim-ocallaghan-be-the-next-prime-minister-of-ireland,14374.0,next-prime-minster-of-ireland
240381.0,[Single Market] Will Nikki Haley win the U.S. 2024 Republican presidential nomination?,will-nikki-haley-win-the-us-2024-republican-presidential-nomination,5828.0,who-will-win-the-us-2024-republican-presidential-nomination
503512.0,Will Wisconsin be the tipping point state?,will-wisconsin-be-the-tipping-point-state,11524.0,us-election-tipping-point-state
503947.0,Will Mark Kelly be the Democratic Presidential Nominee?,will-mark-kelly-be-the-democratic-presidential-nomination,11599.0,democratic-presidential-nominee
515862.0,Will AfD win the second most seats in the next German election?,will-afd-win-the-second-most-seats-in-the-next-german-election,15619.0,which-party-wins-2nd-most-seats-in-german-election
255166.0,Will a candidate from another party win South Carolina Presidential Election?,will-a-candidate-from-another-party-win-south-carolina-presidential-election,903671.0,south-carolina-presidential-election-winner
253596.0,Will Ron DeSantis win the 2024 US Presidential Election?,will-ron-desantis-win-the-2024-us-presidential-election,903193.0,presidential-election-winner-2024
512817.0,Will another party win the most seats in the 2024 Irish general election?,will-another-party-win-the-most-seats-in-the-2024-irish-general-election,14372.0,2024-irish-general-election
255150.0,Will a candidate from another party win Minnesota Presidential Election?,will-a-candidate-from-another-party-win-minnesota-presidential-election,903666.0,minnesota-presidential-election-winner
500728.0,Will a Democrat win Massachusetts US Senate Election?,will-a-democrat-win-massachusetts-us-senate-election,10257.0,massachusetts-us-senate-election-winner
254000.0,Will Ron DeSantis win the 2024 Republican VP nomination?,will-ron-desantis-win-the-2024-republican-vp-nomination,903287.0,republican-vp-nominee
255087.0,Will a Republican win Georgia Presidential Election?,will-a-republican-win-georgia-presidential-election,903648.0,georgia-presidential-election-winner
501446.0,Will Michael Waltz win the 2024 Republican VP nomination?,will-michael-waltz-win-the-2024-republican-vp-nomination,10588.0,republican-vp-supplemental
253996.0,Will Nikki Haley win the 2024 Republican VP nomination?,will-nikki-haley-win-the-2024-republican-vp-nomination,903287.0,republican-vp-nominee
253729.0,Will Chris Christie win the popular vote in the 2024 Presidential Election?,will-chris-christie-win-the-popular-vote-in-the-2024-presidential-election,903216.0,presidential-election-popular-vote-winner-2024
509680.0,Will another candidate win the 2024 Moldova presidential election?,will-another-candidate-win-the-2024-moldova-presidential-election,13369.0,moldova-presidential-election-winner
253725.0,Will Gavin Newsom win the popular vote in the 2024 Presidential Election?,will-gavin-newsom-win-the-popular-vote-in-the-2024-presidential-election,903216.0,presidential-election-popular-vote-winner-2024
255071.0,Will a Republican win Connecticut Presidential Election?,will-a-republican-win-connecticut-in-the-2024-us-presidential-election,903642.0,connecticut-presidential-election-winner
255186.0,Will a Democrat win Vermont Presidential Election?,will-a-democrat-win-vermont-in-the-2024-us-presidential-election,903677.0,vermont-presidential-election-winner
500618.0,Will a Democrat win Texas US Senate Election?,will-a-democrat-win-texas-us-senate-election,10218.0,texas-us-senate-election-winner
255143.0,Will a Democrat win Michigan Presidential Election?,will-a-democrat-win-michigan-presidential-election,903665.0,michigan-presidential-election-winner
500623.0,Will a candidate from another party win Maryland US Senate Election?,will-a-candidate-from-another-party-win-maryland-us-senate-election,10219.0,maryland-us-senate-election-winner
255175.0,Will a candidate from another party win Texas Presidential Election?,will-a-candidate-from-another-party-win-texas-presidential-election,903674.0,texas-presidential-election-winner
500636.0,"2024 Balance of Power: R Prez, D Senate, R House",2024-balance-of-power-republican-presidency-and-house-democratic-senate,10223.0,balance-of-power-2024-election
500120.0,Will a candidate from another party win Ohio US Senate Election?,will-a-candidate-from-another-party-win-ohio-us-senate-election,10022.0,ohio-us-senate-election-winner
253701.0,Will Kamala Harris win the 2024 Democratic Presidential Nomination?,will-kamala-harris-win-the-2024-democratic-presidential-nomination,903215.0,democratic-nominee-2024
500620.0,Will a candidate from another party win Texas US Senate Election?,will-a-candidate-from-another-party-win-texas-us-senate-election,10218.0,texas-us-senate-election-winner
500621.0,Will a Democrat win Maryland US Senate Election?,will-a-democrat-win-maryland-us-senate-election,10219.0,maryland-us-senate-election-winner
500638.0,"2024 Balance of Power: D Prez, R Senate, R House",2024-balance-of-power-democratic-presidency-republican-house-and-senate,10223.0,balance-of-power-2024-election
515761.0,Will FDP win the most seats in the next German election?,will-fdp-win-the-most-seats-in-the-next-german-election-hksa,14835.0,germany-parliamentary-election
255049.0,Will a candidate from another party win Nebraska Presidential Election?,will-a-candidate-from-another-party-win-nebraska-presidential-election,903634.0,nebraska-presidential-election-winner
255116.0,Will a Democrat win Kansas Presidential Election?,will-a-democrat-win-kansas-in-the-2024-us-presidential-election,903657.0,kansas-presidential-election-winner
500716.0,Will a Republican win New Jersey US Senate Election?,will-a-republican-win-new-jersey-us-senate-election,10251.0,new-jersey-us-senate-election-winner
502295.0,Will National Rally win the most seats in the National Assembly?,will-national-rally-win-the-most-seats-in-the-national-assembly,11034.0,which-party-wins-the-most-seats-in-french-election
501432.0,Will Tulsi Gabbard win the 2024 Republican VP nomination?,will-tulsi-gabbard-win-the-2024-republican-vp-nomination,10588.0,republican-vp-supplemental
255084.0,Will a candidate from another party win Florida Presidential Election?,will-a-candidate-from-another-party-win-florida-presidential-election,903646.0,florida-presidential-election-winner
255123.0,Will a Republican win Kentucky Presidential Election?,will-a-republican-win-kentucky-in-the-2024-us-presidential-election,903658.0,kentucky-presidential-election-winner
500616.0,Will a candidate from another party win Arizona US Senate Election?,will-a-candidate-from-another-party-win-arizona-us-senate-election,10214.0,arizona-us-senate-election-winner
254002.0,Will Nawaz Sharif be next prime minister of Pakistan?,will-nawaz-sharif-be-next-prime-minister-of-pakistan,903288.0,pakistan-election-who-will-be-next-prime-minister
507283.0,Will AfD win the most votes in the 2024 Brandenburg election?,will-afd-win-the-most-votes-in-the-2024-brandenburg-election,12648.0,who-wins-most-votes-in-brandenburg-election
255063.0,Will a candidate from another party win Nevada Presidential Election?,will-a-candidate-from-another-party-win-nevada-presidential-election,903637.0,nevada-presidential-election-winner
255180.0,Will a Republican win Utah Presidential Election?,will-a-republican-win-utah-in-the-2024-us-presidential-election,903676.0,utah-presidential-election-winner
500114.0,Will a Democrat win Montana US Senate Election?,will-a-democrat-win-montana-us-senate-election,10021.0,montana-us-senate-election-winner
255174.0,Will a Republican win Texas in the 2024 US Presidential Election?,will-a-republican-win-texas-in-the-2024-us-presidential-election,903674.0,texas-presidential-election-winner
